"tip","time","weekday","distance","duration_min","points","deliveries_count","fare","month","time_sin","time_cos","geo_distance","speed","geo_speed","log_tip","log_distance","dist_dur","is_weekday","is_summer","time_of_day","log_points","poin_deli","deliveries_f"
5.29,10,1,4.71,29.15,0,1,4.11,9,-0.866025403784439,-0.866025403784439,2.42934361187944,0.161578044596913,0.0833394034950065,1.83896107071235,1.74221902366792,50.7856845399198,1,1,"afternoon",0,0,"1"
2,8,3,4.99,32.05,1,1,4.51,5,-0.866025403784438,-1,2.91352663795863,0.155694227769111,0.0909056673310024,1.09861228866811,1.79009141212736,57.3724297586818,1,1,"afternoon",0.693147180559945,1,"1"
4.38,20.5,1,4.98,15.4833333333333,6,1,6.13,3,-0.965925826289068,0.99144486137381,3.44469602330031,0.321636167922497,0.222477676424132,1.68268837417369,1.78842056796254,27.6907117939533,1,0,"evening",1.94591014905531,6,"1"
1,10,2,3.97,12.5166666666667,1,1,4.02,7,-0.866025403784439,-0.866025403784439,1.55909214574489,0.317177097203728,0.124561289939671,0.693147180559945,1.60341984010854,20.0694716653586,1,1,"afternoon",0.693147180559945,1,"1"
6.23,9.5,0,6.81,58.1833333333333,1,1,4.06,6,-0.965925826289068,-0.923879532511287,3.88443919003321,0.117043826983672,0.0667620599833837,1.97823903617067,2.05540496385159,119.590312146765,1,1,"afternoon",0.693147180559945,1,"1"
9.26,20,5,1.22,14,6,1,3.01,9,-0.866025403784439,1,0.742782961652408,0.0871428571428571,0.0530559258323149,2.32825283974262,0.797507195884188,11.1651007423786,1,1,"evening",1.94591014905531,6,"1"
4.95,10,0,6.45,32.9333333333333,1,1,5.1,7,-0.866025403784439,-0.866025403784439,3.69999603635089,0.19585020242915,0.112348057783934,1.78339121955754,2.00821403239147,66.1371821334256,1,1,"afternoon",0.693147180559945,1,"1"
4,8.5,4,9.91,46.9666666666667,2,2,19.05,8,-0.965925826289068,-0.99144486137381,2.759133833418,0.211000709723208,0.0587466394624131,1.6094379124341,2.38967979984498,112.235294599386,1,1,"afternoon",1.09861228866811,4,"2"
12.88,21,5,7.13,37.9666666666667,3,2,11.13,4,-1,0.965925826289068,3.84204997137534,0.187796312554873,0.101195346041493,2.63044895507866,2.09556092355972,79.5614630644841,1,0,"night",1.38629436111989,6,"2"
6.08,11.5,5,2.61,26.1166666666667,3,1,3.22,7,-0.258819045102522,-0.608761429008721,1.3089627708729,0.0999361837906828,0.050119825304642,1.95727390770563,1.28370777234479,33.5261679877381,1,1,"afternoon",1.38629436111989,3,"1"
