"tip","time","weekday","distance","duration_min","points","deliveries_count","fare","month","time_sin","time_cos","geo_distance","speed","geo_speed"
10.93,19,5,4.55,26.4833333333333,12,2,5.22,9,-0.499999999999999,-0.866025403784439,2.83027851057279,0.171806167400881,0.106870176610678
17.71,19.5,5,15.71,58.1333333333333,18,3,13.44,9,-0.707106781186547,-0.707106781186548,8.0914678768819,0.270240825688073,0.139188094212418
3.7,21,5,1.4,12.1,6,1,2.85,9,-1,-4.28626379701574e-16,0.264579267226434,0.115702479338843,0.0218660551426805
14.18,23,5,6.57,41.7666666666667,2,2,7.84,9,-0.500000000000001,0.866025403784438,2.7508360686612,0.157302474062251,0.0658619968554157
4.96,0,5,4.31,14.5166666666667,1,1,3.13,9,0,1,1.15602875913156,0.296900114810563,0.0796345873110148
2,8,0,1.8,13.3166666666667,1,1,3.03,4,-0.866025403784438,-0.5,0.613150964289989,0.135168961201502,0.0460438771682094
3.99,18,0,3.43,14.0833333333333,6,1,3.04,4,3.67394039744206e-16,-1,1.9011824384539,0.243550295857988,0.134995202730454
10.18,18.5,0,2.49,19.65,6,1,3.48,4,-0.25881904510252,-0.965925826289068,4.9743210485699,0.126717557251908,0.25314610934198
2,8.5,3,2.44,20.4,1,1,3.08,8,-0.965925826289068,-0.258819045102521,0.816752535829469,0.119607843137255,0.0400368890112485
4.13,9.5,3,12.22,45.4666666666667,1,1,9.31,8,-0.965925826289068,0.25881904510252,3.31893038152901,0.268768328445748,0.0729970025262979
3,8.5,0,4.22,22.0166666666667,1,1,7.04,7,-0.965925826289068,-0.258819045102521,5.22841576241602,0.191672975018925,0.237475356355005
10.63,19.5,0,13.74,48.1166666666667,12,1,13.41,7,-0.707106781186547,-0.707106781186548,10.7188622878887,0.285555940422584,0.222768180558823
3.57,8,5,1.39,17.5833333333333,1,1,2.58,6,-0.866025403784438,-0.5,1.7198256568196,0.0790521327014218,0.0978099899613045
6.16,9,5,5.53,27.1166666666667,1,1,4.24,6,-1,-1.83697019872103e-16,2.4097683543831,0.203933620159803,0.0888666879305384
11.15,18,5,5.23,45.5333333333333,6,1,4.42,6,3.67394039744206e-16,-1,2.38517716124776,0.114860907759883,0.0523831001738161
10,19.5,5,11.05,39.65,12,3,11.62,6,-0.707106781186547,-0.707106781186548,8.50637946222377,0.278688524590164,0.214536682527712
5.42,20.5,5,2.07,15.3,6,1,3.25,6,-0.965925826289068,-0.258819045102523,1.21010428548613,0.135294117647059,0.0790917833651063
7,21.5,5,6.9,28.85,1,1,4.02,6,-0.965925826289068,0.25881904510252,4.04525772551051,0.239168110918544,0.140216905563623
3,0.5,4,1.47,19.3166666666667,1,1,2.45,3,0.258819045102521,0.965925826289068,0.110047022836006,0.076100086281277,0.00569699859375353
2,0.5,4,1.93,8.78333333333333,1,1,13.01,3,0.258819045102521,0.965925826289068,1.51993450465543,0.219734345351044,0.173047571687525
2,2,4,1.69,7.11666666666667,1,1,3.01,3,0.866025403784439,0.5,1.47680372683622,0.237470725995316,0.207513404239282
15.65,2,4,3.78,50.1333333333333,2,2,5.87,3,0.866025403784439,0.5,2.70315773275791,0.0753989361702128,0.0539193696693731
15,9,4,5.83,25.7166666666667,1,1,4.43,3,-1,-1.83697019872103e-16,1.60871619880581,0.226701231367466,0.0625553933430644
3,9.5,4,4.24,15.55,1,1,3.69,3,-0.965925826289068,0.25881904510252,0.89615597728338,0.272668810289389,0.0576306094716
4,0,4,3.27,18.0666666666667,2,1,7.66,3,0,1,1.30691684919581,0.1809963099631,0.0723385709886979
3,12,2,1.96,14.9333333333333,3,1,4.63,5,-2.44929359829471e-16,1,0.905470640145275,0.13125,0.0606341946525854
6.12,18,2,8.28,37.2,6,1,4.01,5,3.67394039744206e-16,-1,2.73793070325598,0.22258064516129,0.0736002877219349
4.9,19,2,0.92,7.51666666666667,6,1,3.17,5,-0.499999999999999,-0.866025403784439,0.707579131834168,0.122394678492239,0.0941346960311532
18.22,20.5,2,3.55,22.7833333333333,12,2,8.68,5,-0.965925826289068,-0.258819045102523,1.23825694249101,0.155815654718361,0.0543492440010687
2,13,1,5.04,21.7,3,1,6.04,4,0.5,0.866025403784439,2.5448003993957,0.232258064516129,0.117271907806253
7.55,18.5,1,2.3,17.7,6,1,3.15,4,-0.25881904510252,-0.965925826289068,0.763390801574221,0.129943502824859,0.0431294238177526
14.85,20,1,19.41,49.5666666666667,12,2,8.75,4,-0.866025403784439,-0.5,9.45337983137418,0.391593813046402,0.190720507694166
4.94,12.5,4,2.51,19.6,3,1,3.13,8,0.258819045102521,0.965925826289068,1.10028636868245,0.128061224489796,0.0561370596266554
5,14.5,4,1.22,14.1833333333333,1,1,3.05,8,0.965925826289068,0.258819045102521,0.656259496083074,0.0860164512338425,0.0462697647062097
15.84,19,4,1.5,14.2,6,1,2.61,8,-0.499999999999999,-0.866025403784439,0.585686598059067,0.105633802816901,0.0412455350745822
4.84,19.5,4,3.34,23.3833333333333,12,3,5.68,8,-0.707106781186547,-0.707106781186548,1.4517309167317,0.142836778332145,0.0620840021410564
4.59,20,4,3.81,11.2666666666667,6,1,3.24,8,-0.866025403784439,-0.5,2.35371056647427,0.338165680473373,0.208909221876415
7,20.5,4,4.83,27,12,2,6.06,8,-0.965925826289068,-0.258819045102523,3.28419505821977,0.178888888888889,0.12163685400814
2.5,22.5,4,12.6,24.8,1,1,9.59,8,-0.707106781186547,0.707106781186548,9.35636388958369,0.508064516129032,0.377272737483213
3,0.5,1,1.66,14.0666666666667,1,1,3.19,7,0.258819045102521,0.965925826289068,1.0476648336701,0.118009478672986,0.0744785426779693
8,1,1,10.25,27.0166666666667,2,1,12.05,7,0.5,0.866025403784439,2.94500270712731,0.379395434916718,0.10900688613673
15.03,18,1,3.48,26.1333333333333,6,1,4.3,7,3.67394039744206e-16,-1,2.37202826146615,0.133163265306122,0.0907663875561029
33.74,19,1,5.45,35.25,12,1,6.44,7,-0.499999999999999,-0.866025403784439,0.994522276559385,0.154609929078014,0.0282133979165783
2,1.5,6,12.88,37.8,1,1,18.08,6,0.707106781186547,0.707106781186548,0.797896915197707,0.340740740740741,0.0211083839999394
5.48,10,6,5.62,20,1,1,4.58,6,-0.866025403784439,0.5,1.84457334709218,0.281,0.0922286673546092
5.88,10.5,6,12.73,30.1166666666667,1,1,6.13,6,-0.707106781186548,0.707106781186547,8.7146353362954,0.422689540675152,0.289362545754136
12.8,11.5,6,3.81,29.7,6,2,6.24,6,-0.258819045102522,0.965925826289068,1.95508890802365,0.128282828282828,0.0658279093610658
4.13,12,6,0.71,8.23333333333333,3,1,2.17,6,-2.44929359829471e-16,1,0.866046497246927,0.0862348178137652,0.105187833673716
11.21,18,6,9.48,34.65,6,2,3.01,6,3.67394039744206e-16,-1,1.83528051746606,0.273593073593074,0.0529662487003193
6.25,20.5,6,2.35,7.91666666666667,6,2,2.81,6,-0.965925826289068,-0.258819045102523,1.00895039061499,0.296842105263158,0.127446365130314
5.09,21,6,8.53,26.8833333333333,6,1,4.41,6,-1,-4.28626379701574e-16,5.70043991557362,0.317296962182269,0.212043642240804
3,0.5,5,3.52,20.6666666666667,1,1,4.52,3,0.258819045102521,0.965925826289068,1.80814837630299,0.170322580645161,0.0874910504662735
13,0.5,5,5.46,27.5666666666667,2,2,8.91,3,0.258819045102521,0.965925826289068,2.08170576140251,0.198065296251512,0.0755153238719168
2,1,5,3.19,17.0333333333333,1,1,4.29,3,0.5,0.866025403784439,1.26441523620745,0.187279843444227,0.0742318142587547
3,1,5,1.87,21.5666666666667,1,1,5.6,3,0.5,0.866025403784439,1.34070746879598,0.0867078825347759,0.062165724982812
6,1.5,5,7.36,25.85,1,1,5.45,3,0.707106781186547,0.707106781186548,3.54032926948187,0.284719535783366,0.136956644854231
3,2,5,2.81,21.6,1,1,3.47,3,0.866025403784439,0.5,4.28162839766912,0.130092592592593,0.198223536929126
7.98,9,5,2.8,24.5,2,2,4.54,3,-1,-1.83697019872103e-16,1.09828402692557,0.114285714285714,0.0448279194663498
1,9.5,5,4.64,22.1166666666667,1,1,3.15,3,-0.965925826289068,0.25881904510252,1.03537253487983,0.209796533534288,0.0468141311927579
6.8,18,5,10.8,27.95,6,1,5.29,3,3.67394039744206e-16,-1,7.65213907371412,0.386404293381038,0.273779573299253
2,23,5,5.24,19.2,1,1,7.08,3,-0.500000000000001,0.866025403784438,9.57643202811701,0.272916666666667,0.498772501464428
3,0,5,6.13,18.4,1,1,5.92,3,0,1,2.38226405697382,0.333152173913044,0.129470872661621
5.77,9,3,5.85,40.15,1,1,4.26,5,-1,-1.83697019872103e-16,3.89901041168655,0.145703611457036,0.0971110936908231
5.4,11,3,4.54,20.6,3,1,3.21,5,-0.5,0.866025403784438,1.44934856662686,0.220388349514563,0.0703567265352843
1,17.5,3,2.23,18.65,6,1,4.4,5,0.258819045102521,-0.965925826289068,0.789177868272726,0.119571045576408,0.04231516719961
10.21,18,3,5.12,23.0833333333333,12,2,5.84,5,3.67394039744206e-16,-1,2.5437690267528,0.221805054151625,0.110199380220338
14.43,19,3,12.14,53.5166666666667,18,2,9.87,5,-0.499999999999999,-0.866025403784439,6.61325657761208,0.22684521955777,0.123573775975311
10,19.5,3,1.35,10.65,6,1,2.43,5,-0.707106781186547,-0.707106781186548,0.557020929776737,0.126760563380282,0.0523024347208204
7.36,20,3,4.93,46.2166666666667,12,2,8.08,5,-0.866025403784439,-0.5,2.77874955190857,0.106671474936891,0.0601244042966153
15.55,18,0,4.91,36.9,12,2,7.26,9,3.67394039744206e-16,-1,2.48602381875481,0.133062330623306,0.0673719192074475
9.87,18.5,0,5.83,36,12,2,5.64,9,-0.25881904510252,-0.965925826289068,2.73941858482596,0.161944444444444,0.0760949606896099
7.59,20,0,2.46,10.5833333333333,6,1,3.42,9,-0.866025403784439,-0.5,1.91233148657432,0.23244094488189,0.180692738888912
9.23,10.5,2,5.76,31.8166666666667,3,1,4.35,4,-0.707106781186548,0.707106781186547,3.55845488072016,0.18103719224725,0.111842479226406
3,11,2,3.08,15.0166666666667,3,1,3.38,4,-0.5,0.866025403784438,1.57163096980278,0.205105438401776,0.104659110086756
9,7.5,5,8.14,31.8,2,1,6.24,8,-0.707106781186547,-0.707106781186548,3.07533643453636,0.255974842767296,0.0967086929099485
4.73,8.5,5,1.16,28.8,1,1,2.25,8,-0.965925826289068,-0.258819045102521,0.344578968473337,0.0402777777777778,0.0119645475164353
4.13,9.5,5,12.26,36.2666666666667,1,1,11.56,8,-0.965925826289068,0.25881904510252,0.758924736581281,0.338051470588235,0.0209262335454397
13,17,5,1.66,15.0666666666667,6,1,3.09,8,0.5,-0.866025403784439,1.15884570936833,0.110176991150442,0.076914538232411
10.51,18,5,2.26,29.8333333333333,12,3,5.14,8,3.67394039744206e-16,-1,1.28619067163893,0.0757541899441341,0.043112536479517
8.65,19.5,5,8.59,41.6833333333333,12,2,9.41,8,-0.707106781186547,-0.707106781186548,5.18336244422681,0.206077568972411,0.124350958278132
8.17,20.5,5,7.31,39.3666666666667,12,3,6.87,8,-0.965925826289068,-0.258819045102523,3.15692096080389,0.185690093141406,0.0801927424420972
3,21.5,5,0.67,13.9666666666667,1,1,2.7,8,-0.965925826289068,0.25881904510252,1.27507953234004,0.0479713603818616,0.0912944772558498
3,22.5,5,3.84,36.4166666666667,1,1,8.66,8,-0.707106781186547,0.707106781186548,3.0164700590605,0.105446224256293,0.0828321297682516
2,9,2,12.66,32.25,1,1,6.58,7,-1,-1.83697019872103e-16,5.70530730410581,0.392558139534884,0.176908753615684
1,10,2,3.97,12.5166666666667,1,1,4.02,7,-0.866025403784439,0.5,1.55909214574489,0.317177097203728,0.124561289939671
3,6.5,0,3.7,23.1166666666667,1,1,5.02,6,-0.258819045102521,-0.965925826289068,1.02593973981266,0.160057678442682,0.0443809548585143
4.09,9,0,1.98,17.3333333333333,1,1,2.99,6,-1,-1.83697019872103e-16,8.76502077766014,0.114230769230769,0.505674275634239
6.23,9.5,0,6.81,58.1833333333333,1,1,4.06,6,-0.965925826289068,0.25881904510252,3.88443919003321,0.117043826983672,0.0667620599833837
8.76,11.5,0,14.44,24,6,2,8.56,6,-0.258819045102522,0.965925826289068,10.0828139753214,0.601666666666667,0.420117248971724
4,0.5,6,3.83,24.9166666666667,1,1,5.87,3,0.258819045102521,0.965925826289068,0.882569627932322,0.15371237458194,0.0354208546327353
4,1,6,5.64,27.2,2,2,13.01,3,0.5,0.866025403784439,7.34884738118997,0.207352941176471,0.270178212543749
8,2,6,10.23,33.9833333333333,3,2,15.49,3,0.866025403784439,0.5,0.895742886808271,0.301029916625797,0.0263582997589486
5,3,6,9.12,28.2,3,2,15.27,3,1,6.12323399573677e-17,0.16538416915781,0.323404255319149,0.00586468684956774
9.78,8,6,5.71,25.3,2,2,6.44,3,-0.866025403784438,-0.5,1.28370890989851,0.225691699604743,0.0507394826046843
5,12,6,3.91,31.4666666666667,6,2,6.1,3,-2.44929359829471e-16,1,1.69548643289889,0.124258474576271,0.0538819840963629
5,14,6,3.41,15.25,3,1,3.37,3,0.866025403784438,0.500000000000001,1.14465400349094,0.223606557377049,0.075059278917439
3,15.5,6,0.85,13.9166666666667,1,1,2.55,3,0.965925826289068,-0.25881904510252,0.243956020157495,0.0610778443113772,0.0175297739035326
7,7,4,2.74,13.5166666666667,1,1,8.05,5,-0.5,-0.866025403784439,1.01845724237515,0.202712700369914,0.0753482546763367
5.05,7,4,3.53,20.5,1,1,3.51,5,-0.5,-0.866025403784439,0.186130290849911,0.172195121951219,0.00907952638292248
2,8,4,8.92,22.7833333333333,1,1,7.06,5,-0.866025403784438,-0.5,6.69317754477472,0.39151426481346,0.293775166559242
8.18,10,4,11.25,36.75,1,1,5.83,5,-0.866025403784439,0.5,7.14906157734886,0.306122448979592,0.194532287819016
16.88,20.5,4,12.47,48.6,18,2,10.97,5,-0.965925826289068,-0.258819045102523,6.26440849371044,0.256584362139918,0.128897294109268
3.5,21.5,4,4.18,22.9333333333333,1,1,6.52,5,-0.965925826289068,0.25881904510252,7.9108603477477,0.182267441860465,0.344950305861091
2,8,3,3.68,14.4166666666667,1,1,3.24,4,-0.866025403784438,-0.5,1.47337915581449,0.255260115606936,0.102199710229907
19.41,13.5,3,1.61,30.4,3,1,3.02,4,0.707106781186547,0.707106781186548,1.37624168902186,0.0529605263157895,0.0452711081915085
5.2,14.5,3,4.04,36.15,1,1,3.89,4,0.965925826289068,0.258819045102521,3.02336582786427,0.111756569847856,0.0836339094844887
10.12,19,3,8.81,42.2833333333333,12,2,9.81,4,-0.499999999999999,-0.866025403784439,5.6319558148055,0.208356326369728,0.13319564402378
3,20,3,7.64,28.8666666666667,6,1,7.61,4,-0.866025403784439,-0.5,2.92366285822173,0.264665127020785,0.101281623264032
4.5,20.5,3,16.15,59.55,18,3,21,4,-0.965925826289068,-0.258819045102523,9.24654635799492,0.27120067170445,0.155273658404617
5.62,21.5,3,1.91,15.35,1,1,2.52,4,-0.965925826289068,0.25881904510252,1.9011824384539,0.12442996742671,0.123855533449765
3,22,3,1.49,16.05,1,1,2.31,4,-0.866025403784439,0.499999999999999,2.04223633547225,0.0928348909657321,0.12724213928176
6.67,23,3,1.66,22.45,1,1,3.74,4,-0.500000000000001,0.866025403784438,0.970122460681219,0.0739420935412027,0.0432125817675376
7.01,7.5,6,1.51,17.9666666666667,1,1,2.43,8,-0.707106781186547,-0.707106781186548,0.791960385235986,0.0840445269016698,0.0440794277496838
2,11,6,3.47,14.8833333333333,3,1,9.41,8,-0.5,0.866025403784438,1.96742308870207,0.233146696528555,0.132189681211785
8.99,12.5,6,2.26,12.5,3,1,3.52,8,0.258819045102521,0.965925826289068,0.425875521646647,0.1808,0.0340700417317317
6.38,13.5,6,8.38,28.5833333333333,3,1,4.11,8,0.707106781186547,0.707106781186548,6.65467868441228,0.293177842565598,0.232816746976523
4.19,17.5,6,18.06,8,6,1,8.01,8,0.258819045102521,-0.965925826289068,9.50943362495344,2.2575,1.18867920311918
5.62,18.5,6,5.03,16.7166666666667,6,1,3.53,8,-0.25881904510252,-0.965925826289068,3.59270783083901,0.300897308075773,0.21491771670024
14.61,20.5,6,5.42,26.4166666666667,12,2,4.12,8,-0.965925826289068,-0.258819045102523,3.61551450908508,0.205173501577287,0.136864902552117
8.91,20.5,6,3.68,15.7666666666667,12,1,2.7,8,-0.965925826289068,-0.258819045102523,0.374588986797471,0.233403805496829,0.0237582866890574
5.5,21,6,5.27,29.4333333333333,2,2,5.16,8,-1,-4.28626379701574e-16,3.55983054992568,0.179048697621744,0.120945545297588
3.5,22,6,10.34,39.7833333333333,1,1,4.77,8,-0.866025403784439,0.499999999999999,7.32961251524328,0.259907834101383,0.184238270177879
4.35,23,6,2.4,19.5666666666667,1,1,3.14,8,-0.500000000000001,0.866025403784438,2.69315363563698,0.122657580919932,0.13763987916373
5,8.5,1,4.33,27.75,1,1,4.08,6,-0.965925826289068,-0.258819045102521,3.19518631273569,0.156036036036036,0.115141849107592
5.47,9.5,1,11.88,27.8666666666667,1,1,5.6,6,-0.965925826289068,0.25881904510252,0.30081062548045,0.426315789473684,0.0107946396703511
4.42,10.5,1,1.18,14.9666666666667,1,1,2.76,6,-0.707106781186548,0.707106781186547,0.822522208204349,0.0788418708240534,0.0549569404145445
11.1,11,1,14.64,35.05,3,1,6.27,6,-0.5,0.866025403784438,9.83546160257054,0.417689015691869,0.280612313910714
6.38,12,1,9.76,30.5166666666667,3,1,4.66,6,-2.44929359829471e-16,1,6.21536447486309,0.319825232113599,0.203671146090544
3.39,19.5,1,4.39,17.0666666666667,6,1,6.29,6,-0.707106781186547,-0.707106781186548,2.34162443316014,0.2572265625,0.137204556630477
3,23.5,1,2.9,20.1833333333333,1,1,4.03,6,-0.258819045102521,0.965925826289068,1.71712736863477,0.143682906688687,0.0850765005103934
5.19,10.5,0,1.44,7.45,1,1,8.9,3,-0.707106781186548,0.707106781186547,0.212531584747897,0.193288590604027,0.0285277294963619
3,10.5,0,3.27,17.9,1,1,3.29,3,-0.707106781186548,0.707106781186547,1.24539368764634,0.18268156424581,0.0695750663489578
2,21.5,0,6.62,20.6166666666667,1,1,4.22,3,-0.965925826289068,0.25881904510252,2.44482396223065,0.321099434114794,0.118584832444494
3,23.5,0,6.02,15.7166666666667,1,1,6.03,3,-0.258819045102521,0.965925826289068,3.15341894069232,0.383032873806999,0.200641714147973
4.29,0.5,5,3.29,20.4166666666667,1,1,3.12,5,0.258819045102521,0.965925826289068,2.70315773275791,0.161142857142857,0.132399562420795
7,1.5,5,3.97,34.3666666666667,2,2,5.04,5,0.707106781186547,0.707106781186548,2.34655794315102,0.115518913676043,0.0682800565417367
3,7,5,4.53,23.6,1,1,4.5,5,-0.5,-0.866025403784439,1.9051393568204,0.191949152542373,0.0807262439330678
6.21,7.5,5,14.3,47.0333333333333,2,2,7.52,5,-0.707106781186547,-0.707106781186548,4.67512666156417,0.304039688164422,0.0994002833784019
4.8,8.5,5,15.27,30.65,1,1,10.86,5,-0.965925826289068,-0.258819045102521,9.78385194681968,0.498205546492659,0.319212135295911
2,9,5,6.1,25.35,1,1,6.01,5,-1,-1.83697019872103e-16,1.70887420690946,0.240631163708087,0.0674112113179273
4,10,5,5.61,33.85,1,1,4.02,5,-0.866025403784439,0.5,2.31985791285849,0.165731166912851,0.068533468622112
6.01,19,5,17.93,58.5833333333333,18,2,20.52,5,-0.499999999999999,-0.866025403784439,9.68568585448323,0.306059743954481,0.165331764230155
2,20,5,1.95,14.75,6,1,2.41,5,-0.866025403784439,-0.5,0.405268598917284,0.132203389830508,0.0274758372147311
11.31,20.5,5,11.13,31.9166666666667,6,1,4.95,5,-0.965925826289068,-0.258819045102523,6.86841149887678,0.348720626631854,0.215198271505278
15.43,21,5,6.86,28.35,12,2,6.14,5,-1,-4.28626379701574e-16,5.58682104909581,0.241975308641975,0.197065998204438
11.18,21,5,4.42,24.3166666666667,1,1,4.01,5,-1,-4.28626379701574e-16,2.30281988104638,0.181768334475668,0.0947012973699675
11.72,16.5,2,4.58,36.8333333333333,7,1,6.37,9,0.707106781186547,-0.707106781186548,2.41733825106727,0.124343891402715,0.0656290927891567
18.55,17.5,2,14.04,55.7333333333333,18,3,31.68,9,0.258819045102521,-0.965925826289068,10.8110645695707,0.251913875598086,0.193978431272202
3.25,20.5,2,3.35,30.4166666666667,6,1,4.78,9,-0.965925826289068,-0.258819045102523,1.32675987357003,0.11013698630137,0.0436195026927133
5.79,23,2,3.74,24.1666666666667,2,2,7.75,9,-0.500000000000001,0.866025403784438,1.80814837630299,0.154758620689655,0.0748199328125373
2,23.5,2,2.13,43.3333333333333,2,2,8.69,9,-0.258819045102521,0.965925826289068,2.41257101472879,0.0491538461538462,0.0556747157245106
3.73,9.5,4,1.93,17.2166666666667,1,1,4.34,4,-0.965925826289068,0.25881904510252,1.02828487441007,0.112100677637948,0.0597261301690266
5,9.5,4,10.76,47.6833333333333,2,2,9.49,4,-0.965925826289068,0.25881904510252,4.05257483760253,0.225655365256903,0.0849893359860719
7,17.5,4,5.87,31.55,6,1,5.52,4,0.258819045102521,-0.965925826289068,3.84654726620965,0.186053882725832,0.121919089261796
8,20,4,2.76,34.2833333333333,12,1,6.06,4,-0.866025403784439,-0.5,0.97133850903096,0.0805055906660185,0.0283326740602127
6,11,0,13.4,52.5,3,1,5.5,8,-0.5,0.866025403784438,8.75490994147287,0.255238095238095,0.166760189361388
0.08,20,0,1.51,18.85,6,1,4.96,8,-0.866025403784439,-0.5,2.27265438838265,0.080106100795756,0.120565219542846
7.77,22,0,1.56,9.38333333333333,1,1,2.51,8,-0.866025403784439,0.499999999999999,0.298640668181517,0.166252220248668,0.0318267141934121
5.22,10,4,4.1,24.05,1,1,3.07,7,-0.866025403784439,0.5,1.40167616079144,0.17047817047817,0.0582817530474613
2,11,4,7.51,29.7833333333333,3,1,8.08,7,-0.5,0.866025403784438,2.8918576676077,0.252154448796866,0.0970965081457537
6,12,4,17.21,3,9,3,16.34,7,-2.44929359829471e-16,1,6.35963228602321,5.73666666666667,2.1198774286744
1.03,15,4,2,14.1833333333333,1,1,4.06,7,1,1.19434011948696e-15,0.440139951817552,0.141010575793184,0.0310321940176888
10.75,19.5,4,4.2,26.6333333333333,6,1,4.47,7,-0.707106781186547,-0.707106781186548,2.60465492333536,0.157697121401752,0.097796805632116
5,19.5,4,3.07,19.6,6,1,3.56,7,-0.707106781186547,-0.707106781186548,0.765365454152594,0.156632653061224,0.0390492578649283
13.26,20,4,5.04,28.0333333333333,12,2,5.85,7,-0.866025403784439,-0.5,2.19579055887451,0.179785969084423,0.0783278439550955
5.11,0,2,1.6,23.3,1,1,3.19,6,0,1,0.970122460681219,0.0686695278969957,0.0416361571107819
12.83,1.5,2,4.72,21.05,1,1,4,6,0.707106781186547,0.707106781186548,2.52491570102926,0.224228028503563,0.11994848936006
3,8,2,3.1,26.7666666666667,1,1,3.2,6,-0.866025403784438,-0.5,1.12414482643568,0.115815691158157,0.0419979387211338
3,8.5,2,4.05,24.4833333333333,1,1,3.34,6,-0.965925826289068,-0.258819045102521,1.97939330804944,0.165418652144316,0.0808465612545722
4,11,2,3.34,16.4833333333333,3,1,3.57,6,-0.5,0.866025403784438,2.36616106718254,0.20262891809909,0.14354869972796
9.03,20.5,2,3.18,24.6166666666667,12,2,4.52,6,-0.965925826289068,-0.258819045102523,2.41257101472879,0.1291807718348,0.0980055930153877
9.61,21.5,2,11.6,35.3833333333333,1,1,5.42,6,-0.965925826289068,0.25881904510252,8.52495278478956,0.327837965143665,0.240931308095795
8.6,0.5,1,10.55,22.75,1,1,6.03,3,0.258819045102521,0.965925826289068,7.34639591625931,0.463736263736264,0.322918501813596
2,1.5,1,8.84,27.75,1,1,5.04,3,0.707106781186547,0.707106781186548,5.98906494274177,0.318558558558559,0.215822160098803
2,2,1,2.92,18.5666666666667,1,1,9.07,3,0.866025403784439,0.5,1.28052543298664,0.157271095152603,0.068969053841291
8.63,9,1,8.19,27.55,1,1,4.67,3,-1,-1.83697019872103e-16,5.02561291967793,0.297277676950998,0.182417891821341
10.81,1,6,5.49,35.6333333333333,2,1,5.24,5,0.5,0.866025403784439,1.47574375634157,0.154069223573433,0.0414146984941507
6,8.5,6,2.23,22.5666666666667,1,1,3.18,5,-0.965925826289068,-0.258819045102521,1.30682056989218,0.0988183161004431,0.0579093310144244
8.84,17.5,6,4.43,21.6,12,2,5.2,5,0.258819045102521,-0.965925826289068,2.02962097404981,0.205092592592593,0.0939639339837874
18.52,18,6,3.25,20.3166666666667,6,1,3.59,5,3.67394039744206e-16,-1,2.04307100030293,0.159967186218212,0.100561328973073
13.14,18,6,5.76,29.2333333333333,12,2,6.12,5,3.67394039744206e-16,-1,1.74338292147725,0.197035347776511,0.0596368160140452
3.74,19,6,0.84,11.1333333333333,6,1,2.24,5,-0.499999999999999,-0.866025403784439,0.596891423577652,0.0754491017964072,0.0536130021177532
6.57,15.5,3,3.41,22.0333333333333,1,1,3.79,9,0.965925826289068,-0.25881904510252,2.42026677272447,0.154765506807867,0.109845693164499
10,8.5,5,0.81,12.0333333333333,1,1,3.02,4,-0.965925826289068,-0.258819045102521,0.259599422630701,0.0673130193905817,0.0215733592213879
3,9,5,3.35,33.5666666666667,1,1,5.5,4,-1,-1.83697019872103e-16,1.75189180248955,0.0998013902681231,0.0521914141754581
3.84,12.5,5,11.92,34.7166666666667,3,1,5.78,4,0.258819045102521,0.965925826289068,7.82364859933273,0.343350936149784,0.225357136802671
11.93,18.5,5,2.97,15.7833333333333,6,1,2.49,4,-0.25881904510252,-0.965925826289068,0.641531102688358,0.188173178458289,0.0406461099908146
3.23,19.5,5,2.28,18.8833333333333,6,1,2.27,4,-0.707106781186547,-0.707106781186548,0.80024025480597,0.120741394527802,0.0423781247028757
4.69,19.5,5,2.08,32.7333333333333,6,1,2.95,4,-0.707106781186547,-0.707106781186548,0.720047325240673,0.0635437881873727,0.0219973724615277
3.34,20,5,1.85,20.4833333333333,6,1,3.67,4,-0.866025403784439,-0.5,0.718327593400379,0.0903173311635476,0.0350688816957061
4,21,5,1.79,28.9333333333333,2,1,4.06,4,-1,-4.28626379701574e-16,0.702787549593509,0.0618663594470046,0.0242898922670568
12.2,21.5,5,5.06,45.1333333333333,2,2,7.11,4,-0.965925826289068,0.25881904510252,0.977180751776811,0.112112259970458,0.0216509767749663
3.43,22.5,5,4.42,12.1666666666667,1,1,4.64,4,-0.707106781186547,0.707106781186548,2.95369669877013,0.363287671232877,0.242769591679736
5.05,23.5,5,0.56,14.65,1,1,2.41,4,-0.258819045102521,0.965925826289068,0.208406520502895,0.0382252559726962,0.0142257010582181
1,8,1,0.69,10.3,1,1,2.01,8,-0.866025403784438,-0.5,0.201904937745935,0.0669902912621359,0.0196024211403821
3,11.5,1,6.81,23.1166666666667,3,1,2.66,8,-0.258819045102522,0.965925826289068,0.618358158180742,0.294592645998558,0.0267494516877033
17.44,18,1,4.52,17.6666666666667,6,1,3.76,8,3.67394039744206e-16,-1,3.57881790579584,0.255849056603774,0.202574598441274
9.1,20,1,5.4,23.6666666666667,12,2,4.5,8,-0.866025403784439,-0.5,3.46122495966548,0.228169014084507,0.146248941957696
5.99,23.5,1,5.34,16.4333333333333,1,1,4.15,8,-0.258819045102521,0.965925826289068,2.43224561847928,0.324949290060852,0.148006832767502
2,6.5,5,5.12,19.2166666666667,1,1,10.04,7,-0.258819045102521,-0.965925826289068,1.01845724237515,0.266435385949696,0.0529986422745092
9.23,7.5,5,4.33,39.6833333333333,2,2,4.16,7,-0.707106781186547,-0.707106781186548,1.33612363326935,0.109113817723646,0.0336696421655442
2,9,5,6.86,25.4333333333333,1,1,5.06,7,-1,-1.83697019872103e-16,2.08394608595435,0.269724770642202,0.0819375918461736
