"tip","time","weekday","distance","duration_min","points","deliveries_count","fare","month","time_sin","time_cos","geo_distance","speed","geo_speed"
3.86,20.5,0,4.36,14.6333333333333,6,1,3.17,9,-0.965925826289068,-0.258819045102523,3.22130701681789,0.297949886104784,0.220134875864548
3,7.5,3,1.85,13.3666666666667,1,1,2.41,4,-0.707106781186547,-0.707106781186548,1.06512495932233,0.138403990024938,0.079685159051546
4,11,3,1.9,27.3,6,2,4.46,4,-0.5,0.866025403784438,0.0716133010103299,0.0695970695970696,0.00262319783920622
7.89,13,3,13.06,37.5,6,2,7.6,4,0.5,0.866025403784439,7.90406919094297,0.348266666666667,0.210775178425146
13.51,19,3,7.07,26.35,12,2,6.56,4,-0.499999999999999,-0.866025403784439,4.24579950296906,0.26831119544592,0.161130910928617
8.76,20,3,1.65,16.6166666666667,6,1,3.03,4,-0.866025403784439,-0.5,0.944262730419275,0.0992978936810431,0.056826242552815
4.12,21,3,4.52,24.3333333333333,1,1,3.96,4,-1,-4.28626379701574e-16,2.07295245184437,0.185753424657534,0.0851898267881246
11.85,22,3,5.5,42.1166666666667,2,2,7.25,4,-0.866025403784439,0.499999999999999,5.14634626845948,0.130589631974674,0.122192630038611
3,6.5,6,8.66,26.1166666666667,1,1,3.21,8,-0.258819045102521,-0.965925826289068,1.7590936917814,0.331589023611997,0.0673552147459376
2,9,6,13.73,41.3666666666667,1,1,10.06,8,-1,-1.83697019872103e-16,0.5722231995438,0.33190975020145,0.0138329540582707
9.99,12,6,5.83,22.5,3,2,4.23,8,-2.44929359829471e-16,1,3.03164985967292,0.259111111111111,0.134739993763241
37.73,18.5,6,3.21,39.4833333333333,18,3,5.77,8,-0.25881904510252,-0.965925826289068,2.25546490600373,0.0813001266357113,0.0571244805235221
22.2,19.5,6,9.86,42.2166666666667,12,3,11.06,8,-0.707106781186547,-0.707106781186548,4.24642191003089,0.233557046979866,0.100586385551462
5,20.5,6,4.94,21.9333333333333,6,1,7.02,8,-0.965925826289068,-0.258819045102523,2.57699350086831,0.225227963525836,0.117492104902811
4,0,3,1.72,20.7166666666667,1,1,2.55,7,0,1,1.10600935374804,0.0830249396621078,0.0533874185236381
2,12,3,3.07,15.6833333333333,3,1,6.01,7,-2.44929359829471e-16,1,1.96364857019322,0.195749202975558,0.125206072488409
